pcd2,oscty,ced,oslaua,osward,parish,oseast1m,osnrth1m,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,casward,park,oa11,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp,oa21,lsoa21,msoa21
WC1R 5,E99999999,E99999999,E09000007,E05013662,E43000197,530987,181792,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004524,E01000914,E02000193,E33029464,E38000240,E34004707,E35000865,A1,2B2,51.519868,-0.113466,E37000051,-1,E23000001,20424,E56000027,E54000028,E00004524,E01000914,E02000193
WC1V 6,E99999999,E99999999,E09000007,E05013662,E43000197,530753,181598,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004524,E01000914,E02000193,E33029368,E38000240,E34004707,E35000865,A1,2B2,51.518174,-0.116911,E37000051,-1,E23000001,19842,E56000027,E54000028,E00004524,E01000914,E02000193
WC1V 7,E99999999,E99999999,E09000007,E05013662,E43000197,530785,181578,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004524,E01000914,E02000193,E33028940,E38000240,E34004707,E35000865,A1,2B2,51.517989,-0.116464,E37000051,-1,E23000001,18130,E56000027,E54000028,E00004524,E01000914,E02000193
WC1X 0,E99999999,E99999999,E09000007,['E05013666' 'E05013702'],E43000197,530969,182439,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,['00AGGS' '00AUGB'],['00AGGS' '00AUGB'],E99999999,E00004531,E01002726,['E02000189' 'E02000575'],E33034779,E38000240,E34004707,E35000865,A1,3B2,51.525686,-0.113485,E37000051,-1,E23000001,12434,E56000027,E54000028,E00004531,E01002726,['E02000575' 'E02007115']
WC1X 8,E99999999,E99999999,E09000007,E05013662,E43000197,530782,182261,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,['E00004556' 'E00004658'],E01000920,['E02000189' 'E02000192'],E33031778,E38000240,E34004707,E35000865,A1,3B2,51.524134,-0.116252,E37000051,-1,E23000001,13564,E56000027,E54000028,['E00004556' 'E00004658'],E01000920,['E02000192' 'E02007115']
WC1X 9,E99999999,E99999999,E09000019,E05013702,E43000209,530834,182844,E18000007,E40000003,E92000001,E12000007,5,E14000764,E15000007,E24000014,E30000234,E16000048,E09000019,00AUGB,00AUGB,E99999999,E00013564,E01000938,E02000574,E33034773,E38000240,E34004707,E35000168,A1,3B2,51.529358,-0.115292,E37000051,-1,E23000001,7627,E56000027,E54000028,E00013564,E01000938,E02000574
WC2A 1,E99999999,E99999999,E09000001,E05009305,E43000191,531092,181393,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000015,E30000234,E16000010,E09000001,00AAFT,00AAFT,E99999999,E00000028,E01032740,E02000001,['E33028936' 'E33029359'],E38000255,E34004707,E35000758,A1,2B2,51.516261,-0.112112,E37000051,-1,E23000034,17760,E56000028,E54000029,E00000028,E01032740,E02000001
WC2A 2,E99999999,E99999999,E09000033,E05013806,E43000236,530867,181201,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004735,E02000977,E33030976,E38000256,E34004707,E35000546,A1,2B2,51.514586,-0.11542,E37000051,-1,E23000001,8824,E56000021,E54000027,E00190420,E01004735,E02000977
WC2A 3,E99999999,E99999999,E09000007,E05013662,E43000197,530890,181424,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004524,E01000914,E02000193,E33029355,E38000240,E34004707,E35000865,A1,2B2,51.516581,-0.115002,E37000051,-1,E23000001,18252,E56000027,E54000028,E00004524,E01000914,E02000193
WC2B 4,E99999999,E99999999,E09000033,E05013806,E43000236,530626,181086,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004735,E02000977,E33031192,E38000256,E34004707,E35000546,A1,2B2,51.513606,-0.11894,E37000051,-1,E23000001,6768,E56000021,E54000027,E00190454,E01004735,E02000977
WC2B 5,E99999999,E99999999,E09000007,E05013662,E43000197,530445,181266,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004527,E01000918,E02000193,E33036762,E38000240,E34004707,E35000865,A1,2B2,51.515261,-0.121478,E37000051,-1,E23000001,11022,E56000027,E54000028,E00004527,E01000918,E02000193
WC2B 6,E99999999,E99999999,E09000007,E05013662,E43000197,530599,181314,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004524,E01000918,E02000193,['E33029350' 'E33029376'],E38000240,E34004707,E35000865,A1,2B2,51.515656,-0.119241,E37000051,-1,E23000001,13730,E56000027,E54000028,E00004524,E01000918,E02000193
WC2E 7,E99999999,E99999999,E09000033,E05013806,E43000236,530451,180843,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004735,E02000977,E33030986,E38000256,E34004707,E35000546,A1,2B2,51.511465,-0.121534,E37000051,-1,E23000001,6614,E56000021,E54000027,E00023933,E01004735,E02000977
WC2E 8,E99999999,E99999999,E09000033,E05013806,E43000236,530312,180874,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023933,E01004734,E02000977,E33031040,E38000256,E34004707,E35000546,A1,2D3,51.511778,-0.123534,E37000051,-1,E23000001,6920,E56000021,E54000027,E00023933,E01004734,E02000977
WC2E 9,E99999999,E99999999,E09000033,E05013806,E43000236,530226,180924,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023932,E01004735,E02000977,E33031053,E38000256,E34004707,E35000546,A1,2B2,51.512241,-0.124744,E37000051,-1,E23000001,6593,E56000021,E54000027,E00023932,E01004735,E02000977
WC2H 0,E99999999,E99999999,E09000033,E05013806,E43000236,529949,180891,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023928,E01004734,E02000977,E33031193,E38000256,E34004707,E35000546,A1,2B2,51.512008,-0.128753,E37000051,-1,E23000001,9412,E56000021,E54000027,E00023928,E01004734,E02000977
WC2H 7,E99999999,E99999999,E09000033,E05013806,E43000236,529905,180770,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023929,E01004734,E02000977,E33031195,E38000256,E34004707,E35000546,A1,3B3,51.51093,-0.129428,E37000051,-1,E23000001,8175,E56000021,E54000027,E00023929,E01004734,E02000977
WC2H 8,E99999999,E99999999,E09000007,E05013662,E43000197,530031,181285,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004522,E01000919,E02000193,E33029335,E38000240,E34004707,E35000865,A1,3B3,51.515529,-0.12743,E37000051,-1,E23000001,12735,E56000027,E54000028,E00004522,E01000919,E02000193
WC2H 9,E99999999,E99999999,E09000007,E05013662,E43000197,530153,181138,E18000007,E40000003,E92000001,E12000007,5,E14000750,E15000007,E24000014,E30000234,E16000047,E09000007,00AGGP,00AGGP,E99999999,E00004529,E01000919,E02000193,E33029378,E38000240,E34004707,E35000865,A1,2D3,51.51418,-0.125719,E37000051,-1,E23000001,11382,E56000027,E54000028,E00004529,E01000919,E02000193
WC2N 4,E99999999,E99999999,E09000033,E05013806,E43000236,530115,180711,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023934,E01004734,E02000977,E33031041,E38000256,E34004707,E35000546,A1,2B2,51.510356,-0.126431,E37000051,-1,E23000001,7933,E56000021,E54000027,E00023934,E01004734,E02000977
WC2N 5,E99999999,E99999999,E09000033,E05013806,E43000236,530219,180460,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023936,E01004736,E02000977,['E33031093' 'E33031099'],E38000256,E34004707,E35000546,A1,2B2,51.508071,-0.125028,E37000051,-1,E23000001,20955,E56000021,E54000027,E00023936,E01004736,E02000977
WC2N 6,E99999999,E99999999,E09000033,E05013806,E43000236,530344,180522,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023931,E01004734,E02000977,E33031008,E38000256,E34004707,E35000546,A1,2B2,51.508606,-0.123206,E37000051,-1,E23000001,11227,E56000021,E54000027,E00023931,E01004734,E02000977
WC2R 0,E99999999,E99999999,E09000033,E05013806,E43000236,530445,180756,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004734,E02000977,E33031031,E38000256,E34004707,E35000546,A1,2B2,51.510676,-0.121656,E37000051,-1,E23000001,7522,E56000021,E54000027,E00190454,E01004734,E02000977
WC2R 1,E99999999,E99999999,E09000033,E05013806,E43000236,530890,181061,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004735,E02000977,['E33030970' 'E33030974' 'E33030989' 'E33030999' 'E33031001' 'E33031005'],E38000256,E34004707,E35000546,A1,2B2,51.51332,-0.115137,E37000051,-1,E23000001,6200,E56000021,E54000027,E00190459,E01004735,E02000977
WC2R 2,E99999999,E99999999,E09000033,E05013806,E43000236,530902,180817,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004735,E02000977,E33030991,E38000256,E34004707,E35000546,A1,2B2,51.511129,-0.11506,E37000051,-1,E23000001,5794,E56000021,E54000027,E00190459,E01004735,E02000977
WC2R 3,E99999999,E99999999,E09000033,E05013806,E43000236,531042,181047,E18000007,E40000003,E92000001,E12000007,5,E14000639,E15000007,E24000014,E30000234,E16000057,E09000033,00BKGQ,00BKGQ,E99999999,E00023930,E01004735,E02000977,E33030982,E38000256,E34004707,E35000546,A1,2B2,51.513157,-0.112959,E37000051,-1,E23000001,6124,E56000021,E54000027,E00190459,E01004735,E02000977
WD17 1,E10000015,E58000615,E07000103,E05011047,E43000082,510778,196916,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFP,26UKFP,E99999999,E00121184,E01023861,E02004976,E33027609,E38000079,E34004707,E35000012,A1,3D1,51.660123,-0.399835,E37000048,-1,E23000027,14812,E56000023,E54000025,E00121183,E01035574,E02004976
WD17 2,E10000015,E58000615,E07000103,E05011047,E43000082,511295,196348,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFP,26UKFP,E99999999,E00121164,E01023860,E02004976,E33027608,E38000079,E34004707,E35000012,A1,3A2,51.654917,-0.392547,E37000048,-1,E23000027,10676,E56000023,E54000025,E00121164,E01023860,E02004976
WD17 3,E10000015,E58000651,E07000103,E05011053,E43000082,509646,197438,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFW,26UKFW,E99999999,E00121309,E01023887,E02004975,E33027600,E38000079,E34004707,E35000012,A1,6A1,51.665036,-0.416037,E37000048,-1,E23000027,29073,E56000023,E54000025,E00121309,E01023887,E02004975
WD17 4,E10000015,E58000651,E07000103,E05011051,E43000082,509980,198056,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFT,26UKFT,E99999999,E00121253,E01023879,E02004974,E33027596,E38000079,E34004707,E35000012,A1,6A1,51.670522,-0.411014,E37000048,-1,E23000027,28346,E56000023,E54000025,E00121253,E01023878,E02004974
WD18 0,E10000015,E58000615,E07000103,E05011047,E43000082,510735,195999,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFP,26UKFP,E99999999,E00121173,E01023862,E02004976,E33027615,E38000079,E34004707,E35000012,A1,['3A2' '4B1'],51.651892,-0.400756,E37000048,-1,E23000027,15942,E56000023,E54000025,E00189328,E01023862,E02004976
WD18 1,E10000015,E58000677,E07000103,E05011048,E43000082,509137,195133,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFQ,26UKFQ,E99999999,E00121191,E01023866,E02004978,E33024445,E38000079,E34004707,E35000012,A1,4A3,51.644414,-0.424103,E37000048,-1,E23000027,10397,E56000023,E54000025,E00121191,E01023866,E02004978
WD18 6,E10000015,E58000677,E07000103,E05011048,E43000082,509689,195238,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFQ,26UKFQ,E99999999,E00121201,E01023864,E02004978,E33027619,E38000079,E34004707,E35000012,A1,4A1,51.645249,-0.416099,E37000048,-1,E23000027,10954,E56000023,E54000025,E00121201,E01023864,E02004978
WD18 7,E10000015,E58000677,E07000103,E05011053,E43000082,509717,196123,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFW,26UKFW,E99999999,E00121194,E01023886,E02004975,E33027602,E38000079,E34004707,E35000012,A1,4C3,51.653201,-0.4154,E37000048,-1,E23000027,18654,E56000023,E54000025,E00189322,E01023886,E02004975
WD18 8,E10000015,E58000677,E07000103,E05011048,E43000082,508861,195266,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFQ,26UKFQ,E99999999,E00121191,E01023866,E02004978,E33024443,E38000079,E34004707,E35000012,A1,5A2,51.645666,-0.428062,E37000048,-1,E23000027,17817,E56000023,E54000025,E00121191,E01023866,E02004978
WD18 9,E10000015,E58000656,E07000102,E05009433,E04012658,508472,194584,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGL,26UJGL,E99999999,E00121054,E01023841,E02004966,['E33024398' 'E33024402'],E38000079,E34004707,E35000012,C1,6A1,51.639608,-0.433881,E37000048,-1,E23000027,30248,E56000023,E54000025,E00121054,E01023841,E02004966
WD19 4,E10000015,E58000615,E07000103,E05011052,E43000082,511512,194868,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFU,26UKFU,E99999999,E00121289,E01023884,E02004979,E33027558,E38000079,E34004707,E35000012,A1,5A2,51.641564,-0.389889,E37000048,-1,E23000027,23757,E56000023,E54000025,E00121289,E01023884,E02004979
WD19 5,E10000015,E58000656,E07000102,E05009426,E04004815,512196,193513,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGA,26UJGA,E99999999,E00120920,E01023809,E02004965,E33027561,E38000079,E34004707,E35000012,A1,6B1,51.629255,-0.380446,E37000048,-1,E23000027,27200,E56000023,E54000025,E00120920,E01023809,E02004965
WD19 6,E10000015,E58000662,E07000102,E05009437,E04004815,511480,192576,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJFY,26UJFY,E99999999,['E00120882' 'E00120890'],E01023806,E02004967,E33027569,E38000079,E34004707,E35000012,A1,8D2,51.620976,-0.391075,E37000048,-1,E23000027,13496,E56000023,E54000025,['E00120882' 'E00120890'],E01023806,E02004967
WD19 7,E10000015,E58000662,E07000102,E05009434,E04004815,511037,193333,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGG,26UJGG,E99999999,E00121081,E01023844,E02004963,E33027557,E38000079,E34004707,E35000012,A1,7A3,51.627868,-0.397244,E37000048,-1,E23000027,10768,E56000023,E54000025,E00121081,E01023844,E02004963
WD23 1,E10000015,E58000614,E07000098,E05012184,E43000077,514462,194341,E18000006,E40000007,E92000001,E12000006,5,E14000745,E15000006,E24000005,E30000234,E16000150,E07000098,26UEGD,26UEGD,E99999999,E00119603,E01023550,E02004908,E33027322,E38000079,E34004707,E35001221,A1,5A2,51.636243,-0.347447,E37000048,-1,E23000027,29570,E56000023,E54000025,E00119603,E01023550,E02004908
WD23 2,E10000015,E58000613,E07000098,E05012185,E43000077,512423,196446,E18000006,E40000007,E92000001,E12000006,5,E14000745,E15000006,E24000005,E30000234,E16000150,E07000098,26UEGE,26UEGE,E99999999,E00169768,E01023553,E02004903,E33027295,E38000079,E34004707,E35001221,A1,5A2,51.655571,-0.376226,E37000048,-1,E23000027,23328,E56000023,E54000025,E00169768,E01023553,E02004903
WD23 3,E10000015,E58000613,E07000098,E05012187,E43000077,513626,195638,E18000006,E40000007,E92000001,E12000006,5,E14000745,E15000006,E24000005,E30000234,E16000150,E07000098,26UEGG,26UEGG,E99999999,['E00119664' 'E00119679'],E01023563,E02004907,E33027312,E38000079,E34004707,E35001221,A1,5A2,51.648065,-0.359099,E37000048,-1,E23000027,23196,E56000023,E54000025,['E00119664' 'E00119679'],E01023563,E02004907
WD23 4,E10000015,E58000614,E07000098,E05012186,E43000077,514462,195008,E18000006,E40000007,E92000001,E12000006,5,E14000745,E15000006,E24000005,E30000234,E16000150,E07000098,26UEGF,26UEGF,E99999999,['E00119644' 'E00119656'],E01023557,E02004908,E33027318,E38000079,E34004707,E35001221,A1,6A1,51.642232,-0.34723,E37000048,-1,E23000027,24710,E56000023,E54000025,['E00119644' 'E00119656'],E01023557,E02004908
WD23 9,E10000015,E58000614,E07000098,E05012186,E43000077,513728,194798,E18000006,E40000007,E92000001,E12000006,5,E14000745,E15000006,E24000005,E30000234,E16000150,E07000098,26UEGF,26UEGF,E99999999,E00119648,E01023558,E02004907,E33027315,E38000079,E34004707,E35001221,A1,5B1,51.640498,-0.357894,E37000048,-1,E23000027,31019,E56000023,E54000025,E00119648,E01023558,E02004907
WD24 4,E10000015,E58000650,E07000103,E05011055,E43000082,511266,197598,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFY,26UKFY,E99999999,['E00121342' 'E00121348'],E01023895,E02004972,E33027594,E38000079,E34004707,E35000012,A1,4C3,51.666155,-0.392579,E37000048,-1,E23000027,21782,E56000023,E54000025,['E00121342' 'E00121348'],E01023895,E02004972
WD24 5,E10000015,E58000652,E07000103,E05011049,E43000082,510223,198703,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFR,26UKFR,E99999999,E00121227,E01023871,E02004971,E33027583,E38000079,E34004707,E35000012,A1,['4A1' '4A2'],51.67629,-0.407295,E37000048,-1,E23000027,18152,E56000023,E54000025,E00121141,E01023871,E02004971
WD24 6,E10000015,E58000652,E07000103,E05011049,E43000082,510690,198772,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFR,26UKFR,E99999999,E00121215,E01023872,E02004971,E33027584,E38000079,E34004707,E35000012,A1,4B2,51.676819,-0.400522,E37000048,-1,E23000027,16004,E56000023,E54000025,E00121215,E01023872,E02004971
WD24 7,E10000015,E58000650,E07000103,E05011055,E43000082,511426,198560,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFY,26UKFY,E99999999,['E00121144' 'E00121335'],['E01023858' 'E01023897'],E02004972,E33027585,E38000079,E34004707,E35000012,A1,5A2,51.67477,-0.389964,E37000048,-1,E23000027,23682,E56000023,E54000025,['E00121144' 'E00121335'],['E01023858' 'E01023897'],E02004972
WD25 0,E10000015,E58000678,E07000103,E05011054,E43000082,510858,200352,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFX,26UKFX,E99999999,E00121021,E01023893,E02004969,E33027576,E38000079,E34004707,E35000012,A1,5A2,51.69099,-0.397603,E37000048,-1,E23000027,21645,E56000023,E54000025,E00190338,E01023893,E02004969
WD25 7,E10000015,E58000678,E07000103,E05011057,E43000082,510364,200684,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKGA,26UKGA,E99999999,E00169776,E01023907,E02004968,E33027572,E38000079,E34004707,E35000012,A1,4A1,51.694064,-0.404632,E37000048,-1,E23000027,19657,E56000023,E54000025,E00121395,E01023907,E02004968
WD25 8,E10000015,E58000674,E07000098,E05012178,E04004762,514053,198022,E18000006,E40000007,E92000001,E12000006,5,E14000745,E15000006,E24000005,E30000234,E16000150,E07000098,26UEFY,26UEFY,E99999999,['E00119494' 'E00119629'],E01023528,E02004905,E33027302,E38000079,E34999999,E35999999,E1,5B2,51.66941,-0.35215,E37000048,-1,E23000027,18848,E56000023,E54000025,['E00119494' 'E00119629'],E01023528,E02004905
WD25 9,E10000015,E58000650,E07000103,E05011050,E43000082,511881,199898,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFS,26UKFS,E99999999,['E00121024' 'E00121239'],E01023875,E02004970,E33027580,E38000079,E34004707,E35000012,A1,4A1,51.686704,-0.382944,E37000048,-1,E23000027,17408,E56000023,E54000025,E00169710,E01023875,E02004970
WD3  0,E10000015,E58000656,E07000102,E05009436,E04012658,505663,194510,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGQ,26UJGQ,E99999999,E00121120,E01023851,E02004959,E33024411,E38000079,E34004707,E35001432,A1,2D1,51.639483,-0.474476,E37000048,-1,E23000027,30726,E56000023,E54000025,E00190228,E01023851,E02004959
WD3  1,E10000015,E58000656,E07000102,E05009436,E04012658,506176,194066,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGQ,26UJGQ,E99999999,E00121106,E01023850,E02004962,E33027567,E38000079,E34004707,E35001432,A1,2D1,51.635395,-0.467213,E37000048,-1,E23000027,27673,E56000023,E54000025,E00121106,E01023850,E02004962
WD3  2,-1,-1,-1,-1,-1,-1,-1,-1,-1,E92000001,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.999999,0,-1,-1,-1,0,-1,-1,-1,-1,-1
WD3  3,E10000015,E58000619,E07000102,E05009429,E04012293,507670,195778,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000237,E16000150,E07000102,26UJGD,26UJGD,E99999999,E00120956,E01023825,E02004961,E33027534,E38000079,E34004707,E35001432,A1,5A2,51.650492,-0.445113,E37000048,-1,E23000027,31012,E56000023,E54000025,E00120956,E01023825,E02004961
WD3  4,E10000015,E58000669,E07000102,E05009427,E04004812,505229,196619,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGB,26UJGB,E99999999,E00121132,E01023812,E02004959,E33027538,E38000079,E34004707,E35000141,A1,6A1,51.658514,-0.48012,E37000048,-1,E23000027,29677,E56000023,E54000025,E00121132,E01023812,E02004959
WD3  5,E10000015,E58000669,E07000102,E05009428,E04004812,502767,195850,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGC,26UJGC,E99999999,E00121043,E01023817,E02004960,['E33027540' 'E33027541' 'E33027543'],E38000079,E34004707,E35000141,C1,6A1,51.65206,-0.515954,E37000048,-1,E23000027,30952,E56000023,E54000025,E00121043,E01023817,E02004960
WD3  6,E10000015,E58000669,E07000102,E05009427,E04004814,503535,198747,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000237,E16000150,E07000102,26UJGS,26UJGS,E99999999,E00089563,E01023854,E02004958,E33027535,E38000079,E34999999,E35999999,E1,5B3,51.677954,-0.503973,E37000048,-1,E23000027,27644,E56000023,E54000025,E00089563,E01023854,E02004958
WD3  7,E10000015,E58000657,E07000102,E05009436,E04012658,505008,194582,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGR,26UJGR,E99999999,E00121123,E01023853,E02004962,E33027552,E38000079,E34004707,E35001432,A1,6A1,51.640251,-0.483931,E37000048,-1,E23000027,31741,E56000023,E54000025,E00121123,E01023853,E02004962
WD3  8,E10000015,E58000657,E07000102,E05009435,E43000252,504195,194230,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000234,E16000150,E07000102,26UJGP,26UJGP,E99999999,E00121105,E01023848,E02004962,E33027559,E38000079,E34004707,E35001432,A1,5A2,51.637237,-0.495777,E37000048,-1,E23000027,20511,E56000023,E54000025,E00121105,E01023848,E02004962
WD3  9,E10000015,E58000657,E07000102,E05009428,E43000252,503097,192258,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000266,E16000150,E07000102,26UJGK,26UJGK,E99999999,E00121041,E01023837,E02004964,E33027560,E38000079,E34001956,E35999999,D1,8D2,51.619711,-0.512212,E37000048,-1,E23000027,21651,E56000023,E54000025,E00121041,E01023837,E02004964
WD4  4,E10000015,E58000677,E07000103,E05011048,E43000082,508882,194831,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000103,26UKFQ,26UKFQ,E99999999,E00121191,E01023866,E02004978,E33024445,E38000079,E34004707,E35000012,A1,4A3,51.641752,-0.427886,E37000048,-1,E23000027,8294,E56000023,E54000025,E00121191,E01023866,E02004978
WD4  8,E10000015,E58000669,E07000102,E05009431,E04004811,507695,202263,E18000006,E40000007,E92000001,E12000006,5,E14000739,E15000006,E24000005,E30000237,E16000150,E07000102,26UCGZ,26UCGZ,E99999999,E00169774,E01023808,E02004877,E33027173,E38000079,E34004707,E35001447,A1,5B3,51.708779,-0.442743,E37000048,-1,E23000027,25939,E56000023,E54000025,E00169774,E01023406,E02004877
WD4  9,E10000015,E58000645,E07000096,E05004700,E04004699,505094,202005,E18000006,E40000007,E92000001,E12000006,5,E14000951,E15000006,E24000005,E30000237,E16000150,E07000096,26UCGQ,26UCGQ,E99999999,E00118764,E01023375,E02004876,E33027168,E38000079,E34003855,E35999999,F1,1B2,51.706374,-0.48,E37000048,-1,E23000027,29503,E56000023,E54000025,E00118764,E01023375,E02004876
WD5  0,E10000015,E58000601,E07000102,E05009425,E04004811,509549,201833,E18000006,E40000007,E92000001,E12000006,5,E14001021,E15000006,E24000005,E30000237,E16000150,E07000102,26UJFX,26UJFX,E99999999,E00120898,E01023830,E02004957,E33027530,E38000079,E34004707,E35000012,A1,5A2,51.704544,-0.416048,E37000048,-1,E23000027,21324,E56000023,E54000025,E00120898,E01023830,E02004957
