pcd2,oscty,ced,oslaua,osward,parish,oseast1m,osnrth1m,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,casward,park,oa11,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp,oa21,lsoa21,msoa21
AB10 1,S99999999,S99999999,S12000033,S13002841,S99999999,393625,805999,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C26,S99999999,S00088986,S01006586,S02001249,S34000028,S03000012,S99999999,S99999999,1,2B1,57.144825,-2.106981,S99999999,S99999999,S23000009,4135,S99999999,S99999999,-1,-1,-1
AB10 6,S99999999,S99999999,S12000033,S13002844,S99999999,392785,805070,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C34,S99999999,['S00089203' 'S00089206' 'S00089251' 'S00089260' 'S00089265'],S01006536,S02001248,S34003105,S03000012,S99999999,S99999999,1,2C3,57.136476,-2.120832,S99999999,S99999999,S23000009,6205,S99999999,S99999999,-1,-1,-1
AB10 7,S99999999,S99999999,S12000033,S13002845,S99999999,392107,803813,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C36,S99999999,S00089304,S01006528,S02001239,S34003070,S03000012,S99999999,S99999999,1,8B2,57.125175,-2.132,S99999999,S99999999,S23000009,4081,S99999999,S99999999,-1,-1,-1
AB11 5,S99999999,S99999999,S12000033,S13002842,S99999999,394699,805995,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C28,S99999999,S00090677,S01006587,S02001250,S34003122,S03000012,S99999999,S99999999,1,2B1,57.144814,-2.089225,S99999999,S99999999,S23000009,2464,S99999999,S99999999,-1,-1,-1
AB11 6,S99999999,S99999999,S12000033,S13002846,S99999999,393780,805634,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C27,S99999999,S00090575,S01006582,S02001250,S34002969,S03000012,S99999999,S99999999,1,2B1,57.14156,-2.104416,S99999999,S99999999,S23000009,4150,S99999999,S99999999,-1,-1,-1
AB11 7,S99999999,S99999999,S12000033,S13002846,S99999999,393888,804930,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C38,S99999999,['S00088998' 'S00089001' 'S00089005'],S01006598,S02001252,['S34003021' 'S34003091'],S03000012,S99999999,S99999999,1,5A1,57.135237,-2.102614,S99999999,S99999999,S23000009,6773,S99999999,S99999999,-1,-1,-1
AB11 8,S99999999,S99999999,S12000033,S13002846,S99999999,395130,804745,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C40,S99999999,S00089046,S01006633,S02001257,S34003135,S03000012,S99999999,S99999999,1,7A1,57.133586,-2.082086,S99999999,S99999999,S23000009,1437,S99999999,S99999999,-1,-1,-1
AB11 9,S99999999,S99999999,S12000033,S13002846,S99999999,395096,805125,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C39,S99999999,S00090590,S01006627,S02001257,['S34003074' 'S34003083'],S03000012,S99999999,S99999999,1,2C2,57.136995,-2.082659,S99999999,S99999999,S23000009,1528,S99999999,S99999999,-1,-1,-1
AB12 3,S99999999,S99999999,S12000033,S13002847,S99999999,394702,801679,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C43,S99999999,S00090404,S01006608,S02001256,S34003123,S03000012,S99999999,S99999999,1,6A1,57.106045,-2.089099,S99999999,S99999999,S23000009,4918,S99999999,S99999999,-1,-1,-1
AB12 4,S99999999,S99999999,S12000034,S13002864,S99999999,391980,797189,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C58,S99999999,S00091311,S01006849,S02001295,S34003170,S03000013,S99999999,S99999999,3,1A1,57.065664,-2.133883,S99999999,S99999999,S23000009,5840,S99999999,S99999999,-1,-1,-1
AB12 5,S99999999,S99999999,S12000033,S13002847,S99999999,392189,802366,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C41,S99999999,S00092401,S01006853,S02001253,S34002965,S03000012,S99999999,S99999999,1,8B2,57.11217,-2.130589,S99999999,S99999999,S23000009,3452,S99999999,S99999999,-1,-1,-1
AB12 9,S99999999,S99999999,S12000033,S13002842,S99999999,394268,805440,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C28,S99999999,S00090540,S01006646,S02001261,S34000028,S03000012,S99999999,S99999999,1,2B1,57.139821,-2.096345,S99999999,S99999999,S23000009,4270,S99999999,S99999999,-1,-1,-1
AB13 0,S99999999,S99999999,S12000033,S13002843,S99999999,385805,801911,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C31,S99999999,S00090314,['S01006513' 'S01006514'],S02001237,S34003134,S03000012,S99999999,S99999999,3,5B2,57.10795,-2.236018,S99999999,S99999999,S23000009,6342,S99999999,S99999999,-1,-1,-1
AB14 0,S99999999,S99999999,S12000033,S13002843,S99999999,383640,801095,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C30,S99999999,['S00090510' 'S00090888'],S01006506,S02001236,S34002978,S03000012,S99999999,S99999999,3,1A2,57.100527,-2.271674,S99999999,S99999999,S23000009,5092,S99999999,S99999999,-1,-1,-1
AB15 4,S99999999,S99999999,S12000033,S13002844,S99999999,391923,805654,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C25,S99999999,S00089194,S01006574,S02001247,S34003004,S03000012,S99999999,S99999999,1,5B1,57.141707,-2.135106,S99999999,S99999999,S23000009,6889,S99999999,S99999999,-1,-1,-1
AB15 5,S99999999,S99999999,S12000033,S13002841,S99999999,391958,806470,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C24,S99999999,S00089718,S01006560,S02001245,S34002982,S03000012,S99999999,S99999999,1,5A3,57.14904,-2.134553,S99999999,S99999999,S23000009,6358,S99999999,S99999999,-1,-1,-1
AB15 6,S99999999,S99999999,S12000033,S13002837,S99999999,390307,806301,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C14,S99999999,S00088959,S01006549,S02001244,S34003040,S03000012,S99999999,S99999999,1,6A4,57.147487,-2.161833,S99999999,S99999999,S23000009,4407,S99999999,S99999999,-1,-1,-1
AB15 7,S99999999,S99999999,S12000033,S13002845,S99999999,391159,804439,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C33,S99999999,S00089330,S01006537,S02001242,S34003112,S03000012,S99999999,S99999999,1,6B3,57.130778,-2.147674,S99999999,S99999999,S23000009,6649,S99999999,S99999999,-1,-1,-1
AB15 8,S99999999,S99999999,S12000033,S13002844,S99999999,388163,805990,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C08,S99999999,S00090440,S01006517,S02001275,S34003107,S03000012,S99999999,S99999999,1,1A2,57.144638,-2.197246,S99999999,S99999999,S23000009,5664,S99999999,S99999999,-1,-1,-1
AB15 9,S99999999,S99999999,S12000033,S13002843,S99999999,388829,803059,S08000020,S99999999,S92000003,S99999999,0,S14000002,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C32,S99999999,S00090389,S01006523,S02001238,S34002957,S03000012,S99999999,S99999999,1,6A4,57.118332,-2.186112,S99999999,S99999999,S23000009,5815,S99999999,S99999999,-1,-1,-1
AB16 5,S99999999,S99999999,S12000033,S13002838,S99999999,391108,807660,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C20,S99999999,S00090773,S01006717,S02001269,S34003101,S03000012,S99999999,S99999999,1,8B2,57.159711,-2.148638,S99999999,S99999999,S23000009,2326,S99999999,S99999999,-1,-1,-1
AB16 6,S99999999,S99999999,S12000033,S13002837,S99999999,389948,807088,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C13,S99999999,S00089916,S01006703,S02001271,['S34003127' 'S34003145'],S03000012,S99999999,S99999999,1,8B2,57.15455,-2.167787,S99999999,S99999999,S23000009,1994,S99999999,S99999999,-1,-1,-1
AB16 7,S99999999,S99999999,S12000033,S13002838,S99999999,390529,808501,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C11,S99999999,S00090057,S01006719,S02001273,S34003130,S03000012,S99999999,S99999999,1,8B2,57.167253,-2.158249,S99999999,S99999999,S23000009,1711,S99999999,S99999999,-1,-1,-1
AB16 9,S99999999,S99999999,S12000033,S13002841,S99999999,391049,806955,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C24,S99999999,S00089884,S01006563,S02001245,S34003066,S03000012,S99999999,S99999999,1,5B1,57.153382,-2.149581,S99999999,S99999999,S23000009,4547,S99999999,S99999999,-1,-1,-1
AB21 0,S99999999,S99999999,S12000034,S13002859,S99999999,386133,816156,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C42,S99999999,S00090255,S01006755,S02001311,S34003303,S03000013,S99999999,S99999999,6,1A1,57.235896,-2.231329,S99999999,S99999999,S23000009,5234,S99999999,S99999999,-1,-1,-1
AB21 1,S99999999,S99999999,S12000033,S13002835,S99999999,388564,812129,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C01,S99999999,S00090255,S01006748,S02001277,S34003104,S03000012,S99999999,S99999999,1,5B2,57.199791,-2.190906,S99999999,S99999999,S23000009,5964,S99999999,S99999999,-1,-1,-1
AB21 7,S99999999,S99999999,S12000033,S13002835,S99999999,389072,813255,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C01,S99999999,S00090259,S01006748,S02001278,['S34003060' 'S34003096'],S03000012,S99999999,S99999999,1,5B3,57.209926,-2.182546,S99999999,S99999999,S23000009,4969,S99999999,S99999999,-1,-1,-1
AB21 9,S99999999,S99999999,S12000033,S13002835,S99999999,389125,809955,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C02,S99999999,S00090423,S01006738,S02001276,S34003073,S03000012,S99999999,S99999999,1,5B3,57.180278,-2.181504,S99999999,S99999999,S23000009,4072,S99999999,S99999999,-1,-1,-1
AB22 8,S99999999,S99999999,S12000033,S13002836,S99999999,392731,810635,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C03,S99999999,S00090907,['S01006762' 'S01006769' 'S01006775'],S02001282,S34003125,S03000012,S99999999,S99999999,1,6A3,57.186469,-2.121894,S99999999,S99999999,S23000009,5770,S99999999,S99999999,-1,-1,-1
AB22 9,S99999999,S99999999,S12000033,S13002836,S99999999,392070,810942,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C03,S99999999,S00090436,S01006762,S02001280,S34003149,S03000012,S99999999,S99999999,6,1B2,57.189199,-2.132843,S99999999,S99999999,S23000009,5401,S99999999,S99999999,-1,-1,-1
AB23 8,S99999999,S99999999,S12000033,S13002836,S99999999,394713,813636,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,02C35,S99999999,S00088969,S01006788,S02001312,S34003119,S03000012,S99999999,S99999999,6,1A2,57.213452,-2.089164,S99999999,S99999999,S23000009,5387,S99999999,S99999999,-1,-1,-1
AB23 9,S99999999,S99999999,S12000033,S13002836,S99999999,394281,810474,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C06,S99999999,S00090210,S01006782,S02001283,S34003028,S03000012,S99999999,S99999999,1,6A3,57.185029,-2.096254,S99999999,S99999999,S23000009,6251,S99999999,S99999999,-1,-1,-1
AB24 1,S99999999,S99999999,S12000033,S13002840,S99999999,394409,808670,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C18,S99999999,S00090701,S01006673,S02001265,S34003047,S03000012,S99999999,S99999999,1,7B1,57.168842,-2.094085,S99999999,S99999999,S23000009,2538,S99999999,S99999999,-1,-1,-1
AB24 2,S99999999,S99999999,S12000033,S13002840,S99999999,392879,808964,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C16,S99999999,S00089610,S01006678,S02001266,S34002989,S03000012,S99999999,S99999999,1,7B1,57.171456,-2.119397,S99999999,S99999999,S23000009,1720,S99999999,S99999999,-1,-1,-1
AB24 3,S99999999,S99999999,S12000033,S13002840,S99999999,393819,807870,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C22,S99999999,S00089651,S01006669,S02001263,S34002962,S03000012,S99999999,S99999999,1,2A1,57.161643,-2.103835,S99999999,S99999999,S23000009,3911,S99999999,S99999999,-1,-1,-1
AB24 4,S99999999,S99999999,S12000033,S13002839,S99999999,392335,808423,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C15,S99999999,S00089696,S01006688,S02001268,S34002961,S03000012,S99999999,S99999999,1,7B3,57.166587,-2.12838,S99999999,S99999999,S23000009,3928,S99999999,S99999999,-1,-1,-1
AB24 5,S99999999,S99999999,S12000033,S13002842,S99999999,394575,807148,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C23,S99999999,S00090690,['S01006639' 'S01006642'],S02001260,S34003136,S03000012,S99999999,S99999999,1,2B1,57.155172,-2.091311,S99999999,S99999999,S23000009,3574,S99999999,S99999999,-1,-1,-1
AB25 1,S99999999,S99999999,S12000033,S13002842,S99999999,393655,806605,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C28,S99999999,S00090538,S01006648,S02001261,S34003052,S03000012,S99999999,S99999999,1,2B1,57.150273,-2.106511,S99999999,S99999999,S23000009,3479,S99999999,S99999999,-1,-1,-1
AB25 2,S99999999,S99999999,S12000033,S13002841,S99999999,392853,806621,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C26,S99999999,S00089884,['S01006563' 'S01006568'],S02001246,S34003103,S03000012,S99999999,S99999999,1,2B1,57.150415,-2.119754,S99999999,S99999999,S23000009,5078,S99999999,S99999999,-1,-1,-1
AB25 3,S99999999,S99999999,S12000033,S13002841,S99999999,393157,807404,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C21,S99999999,S00089891,['S01006654' 'S01006655'],S02001262,S34003051,S03000012,S99999999,S99999999,1,2B1,57.157454,-2.114742,S99999999,S99999999,S23000009,3233,S99999999,S99999999,-1,-1,-1
AB25 9,S99999999,S99999999,S12000033,S13002841,S99999999,392964,807649,S08000020,S99999999,S92000003,S99999999,0,S14000001,S15000001,S09000001,S22000047,S03000012,S30000026,99ZZ00,01C19,S99999999,S00089894,S01006653,S02001262,S34003146,S03000012,S99999999,S99999999,1,2C2,57.159639,-2.117958,S99999999,S99999999,S23000009,5467,S99999999,S99999999,-1,-1,-1
AB30 1,S99999999,S99999999,S12000034,S13002866,S99999999,370937,772879,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C66,S99999999,S00091342,S01006801,S02001287,S34003331,S03000013,S99999999,S99999999,6,1A3,56.846427,-2.47806,S99999999,S99999999,S23000009,4844,S99999999,S99999999,-1,-1,-1
AB31 4,S99999999,S99999999,S12000034,S13002862,S99999999,362980,801273,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C55,S99999999,S00091414,S01006876,S02001299,S34003299,S03000013,S99999999,S99999999,7,1A1,57.100889,-2.612712,S99999999,S99999999,S23000009,5646,S99999999,S99999999,-1,-1,-1
AB31 5,S99999999,S99999999,S12000034,S13002863,S99999999,372275,797033,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C57,S99999999,S00091386,S01006865,S02001298,S34003353,S03000013,S99999999,S99999999,3,1A1,57.063492,-2.458731,S99999999,S99999999,S23000009,5870,S99999999,S99999999,-1,-1,-1
AB31 6,S99999999,S99999999,S12000034,S13002863,S99999999,371095,793759,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C58,S99999999,S00092412,S01006855,S02001296,S34003226,S03000013,S99999999,S99999999,6,1A3,57.033961,-2.477837,S99999999,S99999999,S23000009,5261,S99999999,S99999999,-1,-1,-1
AB31 9,S99999999,S99999999,S12000034,S13002863,S99999999,370628,796359,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C57,S99999999,S00092651,S01006859,S02001297,S34003262,S03000013,S99999999,S99999999,3,6A3,57.057335,-2.485874,S99999999,S99999999,S23000009,6448,S99999999,S99999999,-1,-1,-1
AB32 6,S99999999,S99999999,S12000034,S13002860,S99999999,381842,806922,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C47,S99999999,S00091657,['S01006931' 'S01006941'],S02001308,S34003385,S03000013,S99999999,S99999999,2,6A2,57.152828,-2.301791,S99999999,S99999999,S23000009,6221,S99999999,S99999999,-1,-1,-1
AB32 7,S99999999,S99999999,S12000034,S13002860,S99999999,375163,808661,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C44,S99999999,['S00091287' 'S00092390' 'S00092547'],S01006856,S02001296,S34003383,S03000013,S99999999,S99999999,6,1A3,57.168097,-2.412231,S99999999,S99999999,S23000009,5724,S99999999,S99999999,-1,-1,-1
AB32 9,S99999999,S99999999,S12000034,S13002860,S99999999,382626,806444,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C47,S99999999,S00091657,S01006941,S02001310,S34000054,S03000013,S99999999,S99999999,2,1B1,57.148532,-2.288782,S99999999,S99999999,S23000009,5916,S99999999,S99999999,-1,-1,-1
AB33 8,S99999999,S99999999,S12000034,S13002861,S99999999,355365,815233,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C52,S99999999,S00091157,S01006877,S02001301,S34003162,S03000013,S99999999,S99999999,7,1A1,57.225617,-2.740849,S99999999,S99999999,S23000009,5176,S99999999,S99999999,-1,-1,-1
AB34 4,S99999999,S99999999,S12000034,S13002862,S99999999,348194,804831,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C51,S99999999,S00091437,S01006879,S02001300,S34003296,S03000013,S99999999,S99999999,7,1A1,57.131431,-2.857374,S99999999,S99999999,S23000009,4998,S99999999,S99999999,-1,-1,-1
AB34 5,S99999999,S99999999,S12000034,S13002862,S99999999,351891,799083,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C54,S99999999,S00091423,S01006797,S02001286,S34003196,S03000013,S99999999,S99999999,7,1A1,57.080202,-2.795287,S99999999,S99999999,S23000009,5159,S99999999,S99999999,-1,-1,-1
AB35 5,S99999999,S99999999,S12000034,S13002862,S99999999,330261,794729,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C53,S21000003,S00091443,['S01006790' 'S01006793'],S02001285,S34003259,S03000013,S99999999,S99999999,8,1A3,57.038254,-3.150746,S99999999,S99999999,S23000009,5260,S99999999,S99999999,-1,-1,-1
AB36 8,S99999999,S99999999,S12000034,S13002862,S99999999,335513,812367,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C51,S21000003,['S00091290' 'S00091291'],S01006791,S02001285,S34003164,S03000013,S99999999,S99999999,8,1A1,57.197551,-3.068842,S99999999,S99999999,S23000009,3547,S99999999,S99999999,-1,-1,-1
AB37 9,S99999999,S99999999,S12000020,S13003024,S99999999,318653,827142,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000032,99ZZ00,21C26,S21000003,S00121210,S01011045,S02002073,S34002062,S03000014,S99999999,S99999999,7,1A1,57.327526,-3.352621,S99999999,S99999999,S23000009,3845,S99999999,S99999999,-1,-1,-1
AB38 7,S99999999,S99999999,S12000020,S13003024,S99999999,325116,846778,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000032,99ZZ00,21C24,S99999999,S00121192,['S01011050' 'S01011051'],S02002074,S34002023,S03000014,S99999999,S99999999,6,1A3,57.504959,-3.251341,S99999999,S99999999,S23000009,4152,S99999999,S99999999,-1,-1,-1
AB38 9,S99999999,S99999999,S12000020,S13003024,S99999999,327504,843313,S08000020,S99999999,S92000003,S99999999,0,S14000046,S15000001,S09000003,S22000060,S03000014,S30000032,99ZZ00,21C25,S99999999,S00121091,S01011052,S02002074,S34002043,S03000014,S99999999,S99999999,6,1A1,57.474248,-3.21046,S99999999,S99999999,S23000009,4789,S99999999,S99999999,-1,-1,-1
AB39 2,S99999999,S99999999,S12000034,S13002865,S99999999,386700,785522,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C63,S99999999,S00091507,S01006835,S02001292,S34003330,S03000013,S99999999,S99999999,2,5B3,56.960745,-2.220309,S99999999,S99999999,S23000009,5144,S99999999,S99999999,-1,-1,-1
AB39 3,S99999999,S99999999,S12000034,S13002864,S99999999,387026,790243,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C62,S99999999,S00091366,S01006822,S02001290,S34003171,S03000013,S99999999,S99999999,6,1A1,57.003139,-2.215156,S99999999,S99999999,S23000009,5524,S99999999,S99999999,-1,-1,-1
AB39 8,S99999999,S99999999,S12000034,S13002864,S99999999,389490,793476,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C62,S99999999,S00091366,S01006821,S02001290,S34003171,S03000013,S99999999,S99999999,6,1A1,57.032251,-2.174803,S99999999,S99999999,S23000009,5745,S99999999,S99999999,-1,-1,-1
AB39 9,S99999999,S99999999,S12000034,S13002865,S99999999,387458,786021,S08000020,S99999999,S92000003,S99999999,0,S14000058,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C63,S99999999,S00091516,S01006835,S02001292,S34003222,S03000013,S99999999,S99999999,2,7D1,56.96523,-2.207895,S99999999,S99999999,S23000009,3859,S99999999,S99999999,-1,-1,-1
AB41 1,S99999999,S99999999,S12000034,S13002856,S99999999,395045,830677,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C31,S99999999,S00092800,S01006959,S02001313,S34003392,S03000013,S99999999,S99999999,4,8C1,57.366518,-2.084027,S99999999,S99999999,S23000009,3001,S99999999,S99999999,-1,-1,-1
AB41 6,S99999999,S99999999,S12000034,S13002856,S99999999,395361,824813,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C34,S99999999,S00092976,S01006981,S02001315,S34003169,S03000013,S99999999,S99999999,6,1A1,57.313839,-2.078652,S99999999,S99999999,S23000009,5150,S99999999,S99999999,-1,-1,-1
AB41 7,S99999999,S99999999,S12000034,S13002855,S99999999,387487,833306,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C29,S99999999,S00091170,S01006978,S02001316,S34003315,S03000013,S99999999,S99999999,6,1A1,57.389988,-2.209823,S99999999,S99999999,S23000009,4877,S99999999,S99999999,-1,-1,-1
AB41 8,S99999999,S99999999,S12000034,S13002856,S99999999,396624,834133,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C30,S99999999,S00091297,S01006977,S02001315,S34003384,S03000013,S99999999,S99999999,7,1A1,57.397568,-2.05782,S99999999,S99999999,S23000009,5086,S99999999,S99999999,-1,-1,-1
AB41 9,S99999999,S99999999,S12000034,S13002856,S99999999,395381,830642,S08000020,S99999999,S92000003,S99999999,0,S14000037,S15000001,S09000001,S22000047,S03000013,S30000027,99ZZ00,02C31,S99999999,S00091798,S01006958,S02001313,S34003194,S03000013,S99999999,S99999999,4,6A3,57.366215,-2.078425,S99999999,S99999999,S23000009,5121,S99999999,S99999999,-1,-1,-1
AB42 0,S99999999,S99999999,S12000034,S13002853,S99999999,406739,837370,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C24,S99999999,S00091049,S01007066,S02001333,S34003374,S03000013,S99999999,S99999999,6,1A1,57.426619,-1.889459,S99999999,S99999999,S23000009,4038,S99999999,S99999999,-1,-1,-1
AB42 1,S99999999,S99999999,S12000034,S13002852,S99999999,412698,846557,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C21,S99999999,S00092295,S01007086,S02001336,S34003360,S03000013,S99999999,S99999999,2,7A1,57.509028,-1.789736,S99999999,S99999999,S23000009,2253,S99999999,S99999999,-1,-1,-1
AB42 2,S99999999,S99999999,S12000034,S13002853,S99999999,411930,845609,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C23,S99999999,S00091872,S01007073,S02001334,S34003396,S03000013,S99999999,S99999999,2,8B2,57.500533,-1.802601,S99999999,S99999999,S23000009,3798,S99999999,S99999999,-1,-1,-1
AB42 3,S99999999,S99999999,S12000034,S13002852,S99999999,410484,846572,S08000020,S99999999,S92000003,S99999999,0,S14000007,S15000001,S09000001,S22000075,S03000013,S30000027,99ZZ00,02C18,S99999999,S00090998,S01007097,S02001338,S34003224,S03000013,S99999999,S99999999,6,1A1,57.509217,-1.826696,S99999999,S99999999,S23000009,4617,S99999999,S99999999,-1,-1,-1
